"FACEID","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","TITLEIMAGE","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","DELFLAG","VIDEOID","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","FRAMEINDEX","SCORE","RECT","ACTORID","SCORESUM"
13554414,,,,,,,,,"","",,,,84826,"","",,52930,"0.672290","545, 177, 134, 174",145515,""
13554415,,,,,,,,,"","",,,,84826,"","",,53300,"0.895023","633, 166, 192, 262",1937,""
13554416,,,,,,,,,"","",,,,84826,"","",,53320,"0.678617","606, 179, 185, 250",1937,""
13554417,,,,,,,,,"","",,,,84826,"","",,53330,"0.880790","646, 113, 211, 281",1937,""
13554418,,,,,,,,,"","",,,,84826,"","",,53340,"0.866562","607, 154, 209, 290",1937,""
13554419,,,,,,,,,"","",,,,84826,"","",,53880,"0.510597","530, 170, 137, 155",145515,""
13554420,,,,,,,,,"","",,,,84826,"","",,53900,"0.531233","496, 149, 151, 165",145515,""
13554421,,,,,,,,,"","",,,,84826,"","",,53910,"0.536004","514, 152, 148, 158",145515,""
13554422,,,,,,,,,"","",,,,84826,"","",,53920,"0.512832","532, 145, 169, 191",145515,""
13554423,,,,,,,,,"","",,,,84826,"","",,53930,"0.604249","559, 188, 151, 168",145515,""
13554424,,,,,,,,,"","",,,,84826,"","",,54020,"0.611033","554, 171, 137, 148",145515,""
13554425,,,,,,,,,"","",,,,84826,"","",,54030,"0.607193","544, 153, 139, 157",145515,""
13554426,,,,,,,,,"","",,,,84826,"","",,54230,"0.674831","665, 253, 38, 51",145515,""
13554427,,,,,,,,,"","",,,,84826,"","",,54240,"0.632769","665, 253, 38, 51",145515,""
13554428,,,,,,,,,"","",,,,84826,"","",,54250,"0.695259","664, 254, 40, 50",145515,""
13554429,,,,,,,,,"","",,,,84826,"","",,54260,"0.670001","664, 254, 40, 50",145515,""
13554430,,,,,,,,,"","",,,,84826,"","",,54270,"0.694030","664, 254, 40, 50",145515,""
13554431,,,,,,,,,"","",,,,84826,"","",,54350,"0.641733","752, 261, 61, 78",1937,""
13554432,,,,,,,,,"","",,,,84826,"","",,54360,"0.667012","753, 262, 59, 77",1937,""
13554433,,,,,,,,,"","",,,,84826,"","",,54520,"0.969049","561, 125, 128, 147",1937,""
13554434,,,,,,,,,"","",,,,84826,"","",,54530,"0.965413","560, 127, 128, 146",1937,""
13554435,,,,,,,,,"","",,,,84826,"","",,54540,"0.968773","558, 128, 127, 140",1937,""
13554436,,,,,,,,,"","",,,,84826,"","",,54550,"0.964229","558, 127, 128, 146",1937,""
13554437,,,,,,,,,"","",,,,84826,"","",,54560,"0.926309","556, 129, 122, 135",1937,""
13554438,,,,,,,,,"","",,,,84826,"","",,54570,"0.949946","529, 121, 136, 152",1937,""
13554439,,,,,,,,,"","",,,,84826,"","",,54580,"0.904986","437, 98, 164, 188",1937,""
13554440,,,,,,,,,"","",,,,84826,"","",,54590,"0.785632","403, 72, 217, 235",1937,""
13554441,,,,,,,,,"","",,,,84826,"","",,54940,"0.559238","536, 183, 143, 167",145515,""
13554442,,,,,,,,,"","",,,,84826,"","",,54950,"0.553973","513, 178, 143, 164",145515,""
13554443,,,,,,,,,"","",,,,84826,"","",,54960,"0.569625","521, 172, 145, 174",145515,""
13554444,,,,,,,,,"","",,,,84826,"","",,54970,"0.622714","507, 179, 139, 168",145515,""
13554445,,,,,,,,,"","",,,,84826,"","",,54980,"0.627238","514, 190, 150, 171",145515,""
13554446,,,,,,,,,"","",,,,84826,"","",,54990,"0.599312","495, 202, 154, 186",145515,""
13554447,,,,,,,,,"","",,,,84826,"","",,55000,"0.599360","489, 218, 157, 188",145515,""
13554448,,,,,,,,,"","",,,,84826,"","",,55010,"0.598778","452, 213, 157, 186",145515,""
13554449,,,,,,,,,"","",,,,84826,"","",,55020,"0.549786","682, 308, 59, 71",145515,""
13554450,,,,,,,,,"","",,,,84826,"","",,55030,"0.601320","655, 291, 67, 80",145515,""
13554451,,,,,,,,,"","",,,,84826,"","",,55040,"0.627563","626, 276, 76, 91",145515,""
13554452,,,,,,,,,"","",,,,84826,"","",,55050,"0.589626","615, 259, 78, 95",145515,""
13554453,,,,,,,,,"","",,,,84826,"","",,55070,"0.609774","14, 308, 36, 45",1937,""
13554454,,,,,,,,,"","",,,,84826,"","",,55080,"0.653843","89, 313, 41, 48",1937,""
13554455,,,,,,,,,"","",,,,84826,"","",,55090,"0.683469","169, 322, 42, 48",1937,""
13554456,,,,,,,,,"","",,,,84826,"","",,55100,"0.700715","255, 315, 45, 56",1937,""
13554457,,,,,,,,,"","",,,,84826,"","",,55110,"0.709514","334, 309, 47, 59",1937,""
13554458,,,,,,,,,"","",,,,84826,"","",,55680,"0.577828","669, 287, 98, 123",2735,""
13554459,,,,,,,,,"","",,,,84826,"","",,55690,"0.702967","802, 237, 88, 112",2735,""
13554460,,,,,,,,,"","",,,,84826,"","",,55700,"0.758921","835, 226, 98, 122",2735,""
13554461,,,,,,,,,"","",,,,84826,"","",,55700,"0.540769","1044, 253, 96, 119",2271,""
13554462,,,,,,,,,"","",,,,84826,"","",,55710,"0.772177","693, 113, 126, 170",2735,""
13554463,,,,,,,,,"","",,,,84826,"","",,55720,"0.703121","769, 310, 156, 201",2735,""
13554464,,,,,,,,,"","",,,,84826,"","",,55730,"0.829718","749, 197, 181, 228",2735,""
13554465,,,,,,,,,"","",,,,84826,"","",,55740,"0.805856","577, 194, 198, 256",2735,""
13554466,,,,,,,,,"","",,,,84826,"","",,55740,"0.502798","1153, 298, 107, 140",2271,""
13554467,,,,,,,,,"","",,,,84826,"","",,55750,"0.856716","493, 202, 204, 255",2735,""
13554468,,,,,,,,,"","",,,,84826,"","",,55900,"0.542485","441, 229, 35, 51",2735,""
13554469,,,,,,,,,"","",,,,84826,"","",,55930,"0.536968","847, 171, 38, 48",89777,""
13554470,,,,,,,,,"","",,,,84826,"","",,55940,"0.535586","588, 233, 36, 47",2735,""
13554471,,,,,,,,,"","",,,,84826,"","",,55950,"0.533655","635, 226, 34, 46",2735,""
13554472,,,,,,,,,"","",,,,84826,"","",,55960,"0.607990","626, 226, 34, 43",2735,""
13554473,,,,,,,,,"","",,,,84826,"","",,56080,"0.694726","349, 297, 117, 151",2735,""
13554474,,,,,,,,,"","",,,,84826,"","",,56090,"0.773786","401, 308, 145, 189",2735,""
13554475,,,,,,,,,"","",,,,84826,"","",,56090,"0.526515","932, 105, 112, 148",89777,""
13554476,,,,,,,,,"","",,,,84826,"","",,56120,"0.915480","228, 217, 219, 301",2735,""
13554477,,,,,,,,,"","",,,,84826,"","",,56130,"0.846884","318, 245, 199, 272",2735,""
13554479,,,,,,,,,"","",,,,84826,"","",,56150,"0.921039","356, 230, 221, 306",2735,""
13554480,,,,,,,,,"","",,,,84826,"","",,56320,"0.875020","457, 241, 109, 142",2735,""
13554481,,,,,,,,,"","",,,,84826,"","",,56330,"0.894547","460, 224, 118, 153",2735,""
13554482,,,,,,,,,"","",,,,84826,"","",,56340,"0.905076","485, 233, 105, 141",2735,""
13554483,,,,,,,,,"","",,,,84826,"","",,56350,"0.911201","393, 253, 106, 140",2735,""
13554484,,,,,,,,,"","",,,,84826,"","",,56360,"0.898354","301, 229, 109, 143",2735,""
13554485,,,,,,,,,"","",,,,84826,"","",,56520,"0.795460","534, 193, 145, 196",2735,""
13554486,,,,,,,,,"","",,,,84826,"","",,56530,"0.785260","496, 197, 155, 208",2735,""
13554487,,,,,,,,,"","",,,,84826,"","",,56530,"0.589384","834, 135, 124, 165",89777,""
13554488,,,,,,,,,"","",,,,84826,"","",,56540,"0.574384","838, 143, 122, 160",89777,""
13554489,,,,,,,,,"","",,,,84826,"","",,56540,"0.752231","560, 188, 183, 257",2735,""
13554490,,,,,,,,,"","",,,,84826,"","",,56550,"0.735208","849, 202, 203, 275",2735,""
13554491,,,,,,,,,"","",,,,84826,"","",,56930,"0.529982","708, 163, 138, 186",135576,""
13554492,,,,,,,,,"","",,,,84826,"","",,56940,"0.503479","710, 173, 131, 168",89777,""
13554493,,,,,,,,,"","",,,,84826,"","",,57030,"0.696475","751, 298, 151, 191",135576,""
13554494,,,,,,,,,"","",,,,84826,"","",,57040,"0.593582","781, 222, 149, 188",135576,""
13554495,,,,,,,,,"","",,,,84826,"","",,57050,"0.829027","670, 187, 155, 199",135576,""
13554496,,,,,,,,,"","",,,,84826,"","",,57060,"0.716745","725, 190, 167, 211",135576,""
13554497,,,,,,,,,"","",,,,84826,"","",,57070,"0.733455","601, 206, 171, 213",135576,""
13554498,,,,,,,,,"","",,,,84826,"","",,57090,"0.629071","583, 153, 138, 190",135576,""
13554499,,,,,,,,,"","",,,,84826,"","",,57100,"0.671334","583, 121, 203, 276",135576,""
13554500,,,,,,,,,"","",,,,84826,"","",,57110,"0.680900","573, 117, 157, 222",135576,""
13554501,,,,,,,,,"","",,,,84826,"","",,57120,"0.706715","540, 126, 209, 287",135576,""
13554502,,,,,,,,,"","",,,,84826,"","",,57130,"0.737743","548, 160, 168, 235",135576,""
13554503,,,,,,,,,"","",,,,84826,"","",,57140,"0.832231","576, 128, 216, 278",135576,""
13554504,,,,,,,,,"","",,,,84826,"","",,57150,"0.810698","587, 136, 215, 278",135576,""
13554505,,,,,,,,,"","",,,,84826,"","",,57160,"0.842412","607, 149, 206, 269",135576,""
13554506,,,,,,,,,"","",,,,84826,"","",,57200,"0.879528","620, 171, 189, 240",135576,""
13554507,,,,,,,,,"","",,,,84826,"","",,57210,"0.886605","642, 155, 183, 235",135576,""
13554508,,,,,,,,,"","",,,,84826,"","",,57220,"0.818887","686, 180, 159, 211",135576,""
13554509,,,,,,,,,"","",,,,84826,"","",,57230,"0.847227","716, 162, 185, 240",135576,""
13554510,,,,,,,,,"","",,,,84826,"","",,57240,"0.819481","726, 143, 166, 221",135576,""
13554511,,,,,,,,,"","",,,,84826,"","",,57250,"0.798297","772, 138, 180, 241",135576,""
13554512,,,,,,,,,"","",,,,84826,"","",,57260,"0.759855","774, 141, 167, 229",135576,""
13554513,,,,,,,,,"","",,,,84826,"","",,57270,"0.841224","765, 174, 162, 214",135576,""
13554514,,,,,,,,,"","",,,,84826,"","",,57280,"0.859196","692, 253, 143, 178",135576,""
13554515,,,,,,,,,"","",,,,84826,"","",,57290,"0.767265","692, 169, 135, 173",135576,""
13554516,,,,,,,,,"","",,,,84826,"","",,57300,"0.877379","758, 121, 148, 191",135576,""
13554517,,,,,,,,,"","",,,,84826,"","",,57320,"0.853985","545, 177, 143, 178",135576,""
13554518,,,,,,,,,"","",,,,84826,"","",,57350,"0.510000","520, 197, 190, 253",160006,""
13554519,,,,,,,,,"","",,,,84826,"","",,57360,"0.513222","518, 206, 193, 241",160006,""
13554520,,,,,,,,,"","",,,,84826,"","",,57370,"0.523644","523, 206, 187, 239",160006,""
13554521,,,,,,,,,"","",,,,84826,"","",,57490,"0.938782","609, 189, 147, 192",4569,""
13554522,,,,,,,,,"","",,,,84826,"","",,57500,"0.945371","615, 179, 146, 199",4569,""
13554523,,,,,,,,,"","",,,,84826,"","",,57500,"0.575316","406, 380, 55, 75",1937,""
13554524,,,,,,,,,"","",,,,84826,"","",,57520,"0.948996","633, 192, 152, 207",4569,""
13554525,,,,,,,,,"","",,,,84826,"","",,57530,"0.939913","637, 197, 150, 205",4569,""
13554526,,,,,,,,,"","",,,,84826,"","",,57550,"0.859676","604, 247, 144, 197",4569,""
13554527,,,,,,,,,"","",,,,84826,"","",,57640,"0.945145","575, 205, 190, 243",4569,""
13554528,,,,,,,,,"","",,,,84826,"","",,57660,"0.962585","519, 170, 232, 300",4569,""
13554529,,,,,,,,,"","",,,,84826,"","",,57780,"0.543870","469, 324, 81, 107",160006,""
13554530,,,,,,,,,"","",,,,84826,"","",,57800,"0.666552","365, 339, 107, 140",160006,""
13554531,,,,,,,,,"","",,,,84826,"","",,58140,"0.671067","413, 351, 78, 104",160006,""
13554532,,,,,,,,,"","",,,,84826,"","",,58150,"0.752858","412, 349, 76, 96",160006,""
13554533,,,,,,,,,"","",,,,84826,"","",,58160,"0.692850","454, 335, 81, 101",160006,""
13554534,,,,,,,,,"","",,,,84826,"","",,58170,"0.650743","497, 348, 76, 88",160006,""
13554535,,,,,,,,,"","",,,,84826,"","",,58190,"0.760260","502, 294, 79, 107",160006,""
13554536,,,,,,,,,"","",,,,84826,"","",,58200,"0.829285","443, 271, 84, 107",160006,""
13554537,,,,,,,,,"","",,,,84826,"","",,58210,"0.824779","399, 252, 89, 113",160006,""
13554538,,,,,,,,,"","",,,,84826,"","",,58280,"0.850606","444, 294, 90, 116",160006,""
13554539,,,,,,,,,"","",,,,84826,"","",,58290,"0.882107","465, 294, 92, 114",160006,""
13554540,,,,,,,,,"","",,,,84826,"","",,58300,"0.877543","471, 286, 93, 117",160006,""
13554541,,,,,,,,,"","",,,,84826,"","",,58310,"0.918398","452, 274, 97, 121",160006,""
13554542,,,,,,,,,"","",,,,84826,"","",,58320,"0.921793","432, 261, 101, 128",160006,""
13554543,,,,,,,,,"","",,,,84826,"","",,58330,"0.934492","410, 264, 102, 129",160006,""
13554544,,,,,,,,,"","",,,,84826,"","",,58340,"0.929010","407, 254, 105, 133",160006,""
13554545,,,,,,,,,"","",,,,84826,"","",,58350,"0.919448","417, 233, 109, 142",160006,""
13554546,,,,,,,,,"","",,,,84826,"","",,58360,"0.871603","429, 234, 109, 140",160006,""
13554547,,,,,,,,,"","",,,,84826,"","",,58370,"0.922047","436, 241, 113, 142",160006,""
13554548,,,,,,,,,"","",,,,84826,"","",,58380,"0.943286","439, 241, 111, 141",160006,""
13554549,,,,,,,,,"","",,,,84826,"","",,58390,"0.952495","436, 235, 114, 145",160006,""
13554550,,,,,,,,,"","",,,,84826,"","",,58400,"0.952152","438, 242, 112, 142",160006,""
13554551,,,,,,,,,"","",,,,84826,"","",,58480,"0.945212","438, 241, 112, 143",160006,""
13554552,,,,,,,,,"","",,,,84826,"","",,58490,"0.942278","437, 239, 114, 144",160006,""
13554553,,,,,,,,,"","",,,,84826,"","",,58500,"0.944626","437, 235, 118, 152",160006,""
13554554,,,,,,,,,"","",,,,84826,"","",,58510,"0.941403","436, 236, 119, 155",160006,""
13554555,,,,,,,,,"","",,,,84826,"","",,58520,"0.942689","435, 234, 121, 157",160006,""
13554556,,,,,,,,,"","",,,,84826,"","",,58530,"0.898935","434, 235, 121, 154",160006,""
13554557,,,,,,,,,"","",,,,84826,"","",,58540,"0.938976","435, 234, 123, 160",160006,""
13554558,,,,,,,,,"","",,,,84826,"","",,58550,"0.923694","431, 220, 126, 165",160006,""
13554559,,,,,,,,,"","",,,,84826,"","",,58560,"0.898244","428, 206, 131, 169",160006,""
13554560,,,,,,,,,"","",,,,84826,"","",,58570,"0.892203","423, 203, 137, 173",160006,""
13554561,,,,,,,,,"","",,,,84826,"","",,58580,"0.909334","426, 217, 133, 170",160006,""
13554562,,,,,,,,,"","",,,,84826,"","",,58790,"0.732275","567, 213, 58, 77",160006,""
13554563,,,,,,,,,"","",,,,84826,"","",,58800,"0.741987","563, 194, 61, 79",160006,""
13554564,,,,,,,,,"","",,,,84826,"","",,58810,"0.784053","559, 194, 67, 84",160006,""
13554565,,,,,,,,,"","",,,,84826,"","",,58820,"0.808722","557, 196, 78, 97",160006,""
13554566,,,,,,,,,"","",,,,84826,"","",,58830,"0.791188","558, 223, 86, 107",160006,""
13554567,,,,,,,,,"","",,,,84826,"","",,58840,"0.820911","558, 248, 96, 122",160006,""
13554568,,,,,,,,,"","",,,,84826,"","",,58850,"0.838073","561, 263, 108, 136",160006,""
13554569,,,,,,,,,"","",,,,84826,"","",,59910,"0.503414","776, 191, 46, 55",25358,""
13554570,,,,,,,,,"","",,,,84826,"","",,60050,"0.622621","722, 351, 79, 98",135576,""
13554571,,,,,,,,,"","",,,,84826,"","",,60060,"0.513577","699, 334, 71, 90",135576,""
13554572,,,,,,,,,"","",,,,84826,"","",,60090,"0.566511","674, 214, 81, 103",135576,""
13554573,,,,,,,,,"","",,,,84826,"","",,60150,"0.743878","683, 238, 52, 68",141481,""
13554574,,,,,,,,,"","",,,,84826,"","",,60150,"0.604589","549, 201, 60, 75",135576,""
13554575,,,,,,,,,"","",,,,84826,"","",,60160,"0.679970","519, 213, 59, 72",135576,""
13554576,,,,,,,,,"","",,,,84826,"","",,60170,"0.614663","776, 267, 48, 65",141481,""
13554577,,,,,,,,,"","",,,,84826,"","",,60180,"0.612654","577, 198, 60, 77",135576,""
13554578,,,,,,,,,"","",,,,84826,"","",,60200,"0.686759","639, 130, 186, 206",135576,""
13554579,,,,,,,,,"","",,,,84826,"","",,60210,"0.732001","687, 100, 191, 225",135576,""
13554580,,,,,,,,,"","",,,,84826,"","",,60220,"0.788657","591, 199, 194, 227",135576,""
13554581,,,,,,,,,"","",,,,84826,"","",,60290,"0.678699","331, 201, 38, 46",141481,""
13554735,,,,,,,,,"","",,,,84826,"","",,62560,"0.738226","218, 215, 76, 103",141481,""
13554736,,,,,,,,,"","",,,,84826,"","",,62560,"0.862996","1051, 224, 59, 80",1937,""
13554737,,,,,,,,,"","",,,,84826,"","",,62570,"0.686216","229, 215, 65, 96",141481,""
13554738,,,,,,,,,"","",,,,84826,"","",,62570,"0.734020","1049, 222, 54, 72",1937,""
13554739,,,,,,,,,"","",,,,84826,"","",,62580,"0.508131","598, 136, 237, 315",135576,""
13554740,,,,,,,,,"","",,,,84826,"","",,62590,"0.500852","618, 130, 225, 287",135576,""
13554741,,,,,,,,,"","",,,,84826,"","",,62630,"0.979626","597, 171, 131, 173",1937,""
13554742,,,,,,,,,"","",,,,84826,"","",,62640,"0.973730","557, 161, 142, 178",1937,""
13554743,,,,,,,,,"","",,,,84826,"","",,62650,"0.979053","543, 147, 146, 193",1937,""
13554744,,,,,,,,,"","",,,,84826,"","",,62660,"0.981133","537, 145, 153, 200",1937,""
13554745,,,,,,,,,"","",,,,84826,"","",,62670,"0.980608","535, 141, 160, 209",1937,""
13554746,,,,,,,,,"","",,,,84826,"","",,62680,"0.978285","541, 137, 167, 210",1937,""
13554747,,,,,,,,,"","",,,,84826,"","",,62690,"0.979262","566, 135, 172, 214",1937,""
13554748,,,,,,,,,"","",,,,84826,"","",,62700,"0.680261","678, 167, 67, 83",135576,""
13554749,,,,,,,,,"","",,,,84826,"","",,62700,"0.778248","979, 190, 59, 76",1937,""
13554750,,,,,,,,,"","",,,,84826,"","",,62710,"0.762912","654, 170, 64, 79",135576,""
13554751,,,,,,,,,"","",,,,84826,"","",,62710,"0.721098","973, 201, 44, 63",1937,""
13554752,,,,,,,,,"","",,,,84826,"","",,62720,"0.776863","669, 180, 66, 79",135576,""
13554753,,,,,,,,,"","",,,,84826,"","",,62720,"0.758225","973, 197, 59, 80",1937,""
13554754,,,,,,,,,"","",,,,84826,"","",,62730,"0.822000","690, 173, 70, 85",135576,""
13554755,,,,,,,,,"","",,,,84826,"","",,62730,"0.768137","968, 205, 59, 77",1937,""
13554756,,,,,,,,,"","",,,,84826,"","",,62740,"0.805572","693, 172, 70, 85",135576,""
13554757,,,,,,,,,"","",,,,84826,"","",,62740,"0.788552","966, 209, 60, 80",1937,""
13554758,,,,,,,,,"","",,,,84826,"","",,62750,"0.756022","670, 168, 78, 94",135576,""
13554759,,,,,,,,,"","",,,,84826,"","",,62750,"0.777879","976, 216, 57, 76",1937,""
13554760,,,,,,,,,"","",,,,84826,"","",,62750,"0.511259","211, 221, 49, 84",141481,""
13554761,,,,,,,,,"","",,,,84826,"","",,62760,"0.662869","891, 258, 103, 140",140714,""
13554762,,,,,,,,,"","",,,,84826,"","",,62770,"0.631319","898, 266, 97, 132",140714,""
13554763,,,,,,,,,"","",,,,84826,"","",,62780,"0.643418","903, 269, 98, 133",140714,""
13554764,,,,,,,,,"","",,,,84826,"","",,62790,"0.647532","906, 265, 96, 132",140714,""
13554765,,,,,,,,,"","",,,,84826,"","",,62800,"0.737030","415, 188, 178, 234",135576,""
13554766,,,,,,,,,"","",,,,84826,"","",,62810,"0.869845","371, 177, 182, 222",135576,""
13554767,,,,,,,,,"","",,,,84826,"","",,62810,"0.539998","-12, 344, 77, 123",135576,""
13554768,,,,,,,,,"","",,,,84826,"","",,62820,"0.783634","313, 180, 182, 212",135576,""
13554769,,,,,,,,,"","",,,,84826,"","",,62820,"0.538007","-5, 355, 76, 118",135576,""
13554770,,,,,,,,,"","",,,,84826,"","",,62820,"0.516444","1160, 403, 43, 56",1937,""
13554771,,,,,,,,,"","",,,,84826,"","",,62830,"0.811116","304, 178, 185, 220",135576,""
13554772,,,,,,,,,"","",,,,84826,"","",,62830,"0.507089","0, 362, 75, 108",135576,""
13554773,,,,,,,,,"","",,,,84826,"","",,62840,"0.701772","324, 184, 180, 209",135576,""
13554774,,,,,,,,,"","",,,,84826,"","",,62840,"0.521961","2, 349, 81, 118",135576,""
13554775,,,,,,,,,"","",,,,84826,"","",,62850,"0.538973","1, 347, 91, 121",135576,""
13554776,,,,,,,,,"","",,,,84826,"","",,62850,"0.762236","306, 185, 174, 207",135576,""
13554777,,,,,,,,,"","",,,,84826,"","",,62860,"0.738116","540, 207, 111, 153",145515,""
13554778,,,,,,,,,"","",,,,84826,"","",,62870,"0.707977","546, 224, 99, 130",145515,""
13554779,,,,,,,,,"","",,,,84826,"","",,62880,"0.742312","545, 218, 100, 133",145515,""
13554780,,,,,,,,,"","",,,,84826,"","",,62890,"0.738458","548, 223, 98, 129",145515,""
13554781,,,,,,,,,"","",,,,84826,"","",,62900,"0.864282","356, 150, 177, 209",135576,""
13554782,,,,,,,,,"","",,,,84826,"","",,62910,"0.918192","364, 146, 190, 232",135576,""
13554783,,,,,,,,,"","",,,,84826,"","",,62920,"0.937798","388, 133, 188, 230",135576,""
13554784,,,,,,,,,"","",,,,84826,"","",,62920,"0.500192","-4, 334, 79, 116",139918,""
13554785,,,,,,,,,"","",,,,84826,"","",,62930,"0.937537","398, 127, 189, 224",135576,""
13554786,,,,,,,,,"","",,,,84826,"","",,62940,"0.929586","387, 141, 195, 241",135576,""
13554787,,,,,,,,,"","",,,,84826,"","",,62950,"0.948360","386, 126, 188, 229",135576,""
13554788,,,,,,,,,"","",,,,84826,"","",,62960,"0.948524","396, 146, 186, 221",135576,""
13554789,,,,,,,,,"","",,,,84826,"","",,62960,"0.532130","1240, 381, 40, 57",1937,""
13554790,,,,,,,,,"","",,,,84826,"","",,62970,"0.953334","396, 139, 193, 234",135576,""
13554791,,,,,,,,,"","",,,,84826,"","",,62980,"0.941766","394, 138, 192, 234",135576,""
13554792,,,,,,,,,"","",,,,84826,"","",,62990,"0.929069","398, 126, 189, 224",135576,""
13554793,,,,,,,,,"","",,,,84826,"","",,63000,"0.949824","403, 136, 194, 231",135576,""
13554794,,,,,,,,,"","",,,,84826,"","",,63010,"0.919460","397, 144, 189, 223",135576,""
13554795,,,,,,,,,"","",,,,84826,"","",,63020,"0.898645","514, 169, 110, 139",145515,""
13554796,,,,,,,,,"","",,,,84826,"","",,63030,"0.901894","519, 179, 108, 143",145515,""
13554797,,,,,,,,,"","",,,,84826,"","",,63040,"0.842761","524, 184, 112, 145",145515,""
13554798,,,,,,,,,"","",,,,84826,"","",,63050,"0.873649","530, 181, 110, 148",145515,""
13554799,,,,,,,,,"","",,,,84826,"","",,63060,"0.910900","533, 184, 111, 149",145515,""
13554800,,,,,,,,,"","",,,,84826,"","",,63070,"0.864264","539, 186, 107, 141",145515,""
13554801,,,,,,,,,"","",,,,84826,"","",,63080,"0.839362","530, 186, 118, 147",145515,""
13554802,,,,,,,,,"","",,,,84826,"","",,63090,"0.850975","287, 231, 54, 63",141481,""
13554803,,,,,,,,,"","",,,,84826,"","",,63090,"0.675699","545, 196, 54, 66",135576,""
13554804,,,,,,,,,"","",,,,84826,"","",,63100,"0.819433","291, 234, 51, 60",141481,""
13554805,,,,,,,,,"","",,,,84826,"","",,63110,"0.847453","288, 235, 53, 60",141481,""
13554806,,,,,,,,,"","",,,,84826,"","",,63110,"0.589329","545, 212, 48, 58",135576,""
13554807,,,,,,,,,"","",,,,84826,"","",,63110,"0.816199","707, 152, 75, 100",1937,""
13554808,,,,,,,,,"","",,,,84826,"","",,63120,"0.842820","520, 273, 106, 140",145515,""
13554809,,,,,,,,,"","",,,,84826,"","",,63120,"0.500273","666, 85, 103, 112",2735,""
